reference_day,rank,ticker,company,market,signal_score,day_change_pct,market_median_change_pct,trading_value,avg_value_20,value_ratio_20,close_location_pct,lower_tail_recovery_pct,close_vs_open_pct,distance_from_60d_high_pct,entry_date,entry_price,target_price,stop_price,exit_price,exit_reason,gross_return_pct,net_return_pct,entry_gap_pct,note
2026-04-13,1,071970,HD현대마린엔진,KOSPI,67.48,5.35,-0.29,32119472800,14249352137,2.25,90.8,8.88,8.46,-19.43,2026-04-14,0.0,0.0,0.0,0.0,no_entry,0.0,1.537,0.0,gap_up_chase_block
2026-04-15,1,048410,현대바이오,KOSDAQ,65.7,8.45,0.75,38773962380,24253410380,1.6,90.2,10.72,8.53,-33.72,2026-04-16,14310.0,14567.58,14181.21,14181.21,ambiguous_stop_first,-0.9,-1.5,0.421,
2026-04-15,2,017800,현대엘리베이터,KOSPI,60.37,5.51,0.41,39533765600,22516235522,1.76,91.9,3.53,3.53,-12.17,2026-04-16,99800.0,101596.4,98901.8,98901.8,stop_loss,-0.9,-1.5,0.201,
2026-04-16,1,388210,씨엠티엑스,KOSDAQ,72.26,12.52,0.79,31145079900,17142035685,1.82,96.5,14.38,11.45,-10.8,2026-04-17,150600.0,153310.8,149244.6,153310.8,target_hit,1.8,1.2,-0.856,
2026-04-21,1,329180,HD현대중공업,KOSPI,71.64,9.92,0.0,427880990740,195738309437,2.19,95.9,8.88,8.27,-9.86,2026-04-22,577000.0,587386.0,571807.0,571807.0,ambiguous_stop_first,-0.9,-1.5,0.174,
2026-04-21,2,247540,에코프로비엠,KOSDAQ,70.74,5.0,-0.23,209036356250,95975020290,2.18,100.0,4.5,3.04,-15.19,2026-04-22,222500.0,226505.0,220497.5,220497.5,stop_loss,-0.9,-1.5,0.907,
2026-04-22,1,439260,대한조선,KOSPI,74.77,5.89,0.0,30896478350,13875018580,2.23,100.0,5.89,5.54,-13.13,2026-04-23,0.0,0.0,0.0,0.0,no_entry,0.0,1.364,0.0,gap_up_chase_block
2026-04-22,2,078350,한양디지텍,KOSDAQ,71.0,12.31,0.0,27186827000,12429754323,2.19,94.9,14.73,12.96,-17.75,2026-04-23,0.0,0.0,0.0,0.0,no_entry,0.0,2.74,0.0,gap_up_chase_block
2026-04-23,1,044490,태웅,KOSDAQ,70.73,12.77,-0.53,46373569250,22209280986,2.09,100.0,9.73,6.64,-9.86,2026-04-24,52700.0,53648.6,52225.7,52225.7,ambiguous_stop_first,-0.9,-1.5,-0.566,
2026-04-23,2,078350,한양디지텍,KOSDAQ,68.25,10.96,-0.53,30586167475,12465747898,2.45,90.8,11.92,8.0,-8.73,2026-04-24,31750.0,32321.5,31464.25,31464.25,ambiguous_stop_first,-0.9,-1.5,-2.006,
2026-04-27,1,491000,리브스메드,KOSDAQ,66.51,11.31,0.07,43763035950,26566247152,1.65,95.8,11.13,10.59,-29.2,2026-04-28,68300.0,69529.4,67685.3,67685.3,ambiguous_stop_first,-0.9,-1.5,0.589,
2026-04-29,1,456160,지투지바이오,KOSDAQ,64.0,7.47,0.0,33854196200,19471234927,1.74,91.2,7.88,5.6,-31.53,2026-04-30,84400.0,85919.2,83640.4,83640.4,ambiguous_stop_first,-0.9,-1.5,-0.589,
2026-05-04,1,028260,삼성물산,KOSPI,63.91,7.2,-0.07,200101110500,112313022357,1.78,90.9,4.92,4.75,-12.09,2026-05-06,0.0,0.0,0.0,0.0,no_entry,0.0,8.75,0.0,gap_up_chase_block
