filter,signals,successes,failures,time_exits,success_rate,wilson_low,avg_net_return_pct
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,9,3,4,2,33.33,12.06,-0.513
opening_width_pct <= 2.5; cum_value_bil <= 8; entry_gap_pct >= -0.5,9,3,3,3,33.33,12.06,-0.27
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.414
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5,9,3,4,2,33.33,12.06,-0.513
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0,9,3,4,2,33.33,12.06,-0.513
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,9,3,4,2,33.33,12.06,-0.513
opening_width_pct <= 3.0; cum_value_bil <= 3; market_median_change_pct >= -0.5,9,3,3,3,33.33,12.06,-0.314
opening_width_pct <= 3.0; cum_value_bil <= 3; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
opening_width_pct <= 3.0; cum_value_bil <= 3; entry_gap_pct >= -1.5,9,3,3,3,33.33,12.06,-0.314
opening_width_pct <= 3.0; cum_value_bil <= 3; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
opening_width_pct <= 3.0; cum_value_bil <= 10; market_median_change_pct >= 0.3,9,3,3,3,33.33,12.06,-0.304
opening_width_pct <= 3.0; cum_value_bil <= 15; market_median_change_pct >= 0.3,9,3,3,3,33.33,12.06,-0.304
entry_vs_opening_high_pct >= -0.8; volume_ratio >= 2.0; entry_gap_pct >= 0,9,3,4,2,33.33,12.06,-0.442
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,9,3,5,1,33.33,12.06,-0.456
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= 0,9,3,6,0,33.33,12.06,-0.6
entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= 0; distance_from_60d_high_pct <= -8,9,3,4,2,33.33,12.06,-0.442
entry_vs_opening_high_pct >= 0; volume_ratio >= 2.0; entry_gap_pct >= -1.5,9,3,4,2,33.33,12.06,-0.513
entry_vs_opening_high_pct >= 0; volume_ratio >= 2.0; entry_gap_pct >= -1,9,3,4,2,33.33,12.06,-0.513
entry_vs_opening_high_pct >= 0; volume_ratio >= 2.0; distance_from_60d_high_pct <= -8,9,3,4,2,33.33,12.06,-0.513
entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5; entry_gap_pct >= -1,9,3,4,2,33.33,12.06,-0.513
entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0; entry_gap_pct >= -1,9,3,4,2,33.33,12.06,-0.513
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 5; entry_gap_pct >= -0.5,9,3,5,1,33.33,12.06,-0.543
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,9,3,6,0,33.33,12.06,-0.6
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= 0; distance_from_60d_high_pct <= -8,9,3,6,0,33.33,12.06,-0.6
volume_ratio >= 2.0; entry_gap_pct >= -1.5; entry_gap_pct >= 0,9,3,4,2,33.33,12.06,-0.442
volume_ratio >= 2.0; entry_gap_pct >= -1; entry_gap_pct >= 0,9,3,4,2,33.33,12.06,-0.442
volume_ratio >= 2.0; entry_gap_pct >= -0.5; entry_gap_pct >= 0,9,3,4,2,33.33,12.06,-0.442
cum_value_bil <= 3; cum_value_bil <= 5; market_median_change_pct >= -0.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 5; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 5; entry_gap_pct >= -1.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 5; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 8; market_median_change_pct >= -0.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 8; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 8; entry_gap_pct >= -1.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 8; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 10; market_median_change_pct >= -0.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 10; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 10; entry_gap_pct >= -1.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 10; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 15; market_median_change_pct >= -0.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 15; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 15; entry_gap_pct >= -1.5,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; cum_value_bil <= 15; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; market_median_change_pct >= -0.5; market_median_change_pct >= 0,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 3; entry_gap_pct >= -1.5; entry_gap_pct >= -1,9,3,3,3,33.33,12.06,-0.314
cum_value_bil <= 15; entry_gap_pct >= 0; distance_from_60d_high_pct <= -8,9,3,4,2,33.33,12.06,-0.327
market_median_change_pct >= -0.5; market_median_change_pct >= 0.3; entry_gap_pct >= 0,9,3,5,1,33.33,12.06,-0.456
market_median_change_pct >= -0.5; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
market_median_change_pct >= 0; market_median_change_pct >= 0.3; entry_gap_pct >= 0,9,3,5,1,33.33,12.06,-0.456
market_median_change_pct >= 0; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
market_median_change_pct >= 0.3; entry_gap_pct >= -1.5; entry_gap_pct >= 0,9,3,5,1,33.33,12.06,-0.456
market_median_change_pct >= 0.3; entry_gap_pct >= -1; entry_gap_pct >= 0,9,3,5,1,33.33,12.06,-0.456
market_median_change_pct >= 0.3; entry_gap_pct >= -0.5; entry_gap_pct >= 0,9,3,5,1,33.33,12.06,-0.456
entry_gap_pct >= -1.5; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
entry_gap_pct >= -1; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
entry_gap_pct >= -0.5; entry_gap_pct >= 0; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
entry_gap_pct >= 0; distance_from_60d_high_pct <= -8; distance_from_60d_high_pct <= -10,9,3,4,2,33.33,12.06,-0.327
market_median_change_pct >= 0,34,11,15,8,32.35,19.13,-0.417
opening_width_pct <= 3.0; entry_gap_pct >= -1,34,11,15,8,32.35,19.13,-0.417
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1,34,11,16,7,32.35,19.13,-0.444
market_median_change_pct >= -0.5; market_median_change_pct >= 0,34,11,15,8,32.35,19.13,-0.417
opening_width_pct <= 3.0; entry_gap_pct >= -1.5; entry_gap_pct >= -1,34,11,15,8,32.35,19.13,-0.417
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1.5; entry_gap_pct >= -1,34,11,16,7,32.35,19.13,-0.444
signal_hhmm <= 940; market_median_change_pct >= 0,31,10,14,7,32.26,18.57,-0.408
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5,31,10,14,7,32.26,18.57,-0.429
signal_hhmm <= 940; market_median_change_pct >= -0.5; market_median_change_pct >= 0,31,10,14,7,32.26,18.57,-0.408
signal_hhmm <= 940; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,31,10,14,7,32.26,18.57,-0.408
signal_hhmm <= 940; market_median_change_pct >= -0.5; entry_gap_pct >= -1,31,10,14,7,32.26,18.57,-0.408
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0,28,9,13,6,32.14,17.93,-0.42
signal_hhmm <= 935; market_median_change_pct >= 0,25,8,13,4,32.0,17.2,-0.493
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0,25,8,12,5,32.0,17.2,-0.504
cum_value_bil <= 15; market_median_change_pct >= 0,25,8,10,7,32.0,17.2,-0.362
signal_hhmm <= 935; signal_hhmm <= 940; market_median_change_pct >= 0,25,8,13,4,32.0,17.2,-0.493
signal_hhmm <= 935; market_median_change_pct >= -0.5; market_median_change_pct >= 0,25,8,13,4,32.0,17.2,-0.493
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1.5,25,8,12,5,32.0,17.2,-0.504
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0,25,8,13,4,32.0,17.2,-0.507
opening_width_pct <= 3.0; cum_value_bil <= 10; entry_gap_pct >= -1.5,25,8,10,7,32.0,17.2,-0.362
opening_width_pct <= 3.0; cum_value_bil <= 15; entry_gap_pct >= -1.5,25,8,10,7,32.0,17.2,-0.362
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0,25,8,12,5,32.0,17.2,-0.504
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0,25,8,13,4,32.0,17.2,-0.507
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5; market_median_change_pct >= 0,25,8,12,5,32.0,17.2,-0.504
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0; entry_gap_pct >= -1.5,25,8,12,5,32.0,17.2,-0.504
cum_value_bil <= 15; market_median_change_pct >= -0.5; market_median_change_pct >= 0,25,8,10,7,32.0,17.2,-0.362
signal_hhmm <= 930; market_median_change_pct >= -0.5,22,7,11,4,31.82,16.36,-0.479
opening_width_pct <= 2.5; distance_from_60d_high_pct <= -8,22,7,9,6,31.82,16.36,-0.397
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -0.5,22,7,13,2,31.82,16.36,-0.606
signal_hhmm <= 930; signal_hhmm <= 935; market_median_change_pct >= -0.5,22,7,11,4,31.82,16.36,-0.479
signal_hhmm <= 930; signal_hhmm <= 940; market_median_change_pct >= -0.5,22,7,11,4,31.82,16.36,-0.479
signal_hhmm <= 935; opening_width_pct <= 2.5; entry_gap_pct >= -1.5,22,7,11,4,31.82,16.36,-0.479
signal_hhmm <= 935; opening_width_pct <= 2.5; entry_gap_pct >= -1,22,7,11,4,31.82,16.36,-0.479
signal_hhmm <= 940; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,22,7,12,3,31.82,16.36,-0.506
opening_width_pct <= 2.5; opening_width_pct <= 3.0; distance_from_60d_high_pct <= -8,22,7,9,6,31.82,16.36,-0.397
opening_width_pct <= 3.0; market_median_change_pct >= 0; distance_from_60d_high_pct <= -8,22,7,9,6,31.82,16.36,-0.397
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15; market_median_change_pct >= 0,22,7,9,6,31.82,16.36,-0.371
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,22,7,13,2,31.82,16.36,-0.606
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1; entry_gap_pct >= -0.5,22,7,13,2,31.82,16.36,-0.606
signal_hhmm <= 925,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 930,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 935,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 940,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; entry_gap_pct >= -1.5,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; entry_gap_pct >= -1,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 930; opening_width_pct <= 2.5,19,6,9,4,31.58,15.36,-0.46
entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -0.5,19,6,10,3,31.58,15.36,-0.545
cum_value_bil <= 5; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
signal_hhmm <= 925; signal_hhmm <= 930; signal_hhmm <= 935,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 930; signal_hhmm <= 940,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 930; entry_gap_pct >= -1.5,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 930; entry_gap_pct >= -1,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 935; signal_hhmm <= 940,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 935; entry_gap_pct >= -1.5,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 935; entry_gap_pct >= -1,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 940; entry_gap_pct >= -1.5,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; signal_hhmm <= 940; entry_gap_pct >= -1,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 925; entry_gap_pct >= -1.5; entry_gap_pct >= -1,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 930; signal_hhmm <= 935; opening_width_pct <= 2.5,19,6,9,4,31.58,15.36,-0.46
signal_hhmm <= 930; signal_hhmm <= 940; opening_width_pct <= 2.5,19,6,9,4,31.58,15.36,-0.46
signal_hhmm <= 930; opening_width_pct <= 2.5; opening_width_pct <= 3.0,19,6,9,4,31.58,15.36,-0.46
signal_hhmm <= 930; opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3,19,6,12,1,31.58,15.36,-0.603
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5,19,6,10,3,31.58,15.36,-0.507
signal_hhmm <= 930; cum_value_bil <= 15; entry_gap_pct >= -1.5,19,6,9,4,31.58,15.36,-0.46
signal_hhmm <= 930; cum_value_bil <= 15; entry_gap_pct >= -1,19,6,9,4,31.58,15.36,-0.46
signal_hhmm <= 940; opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3,19,6,10,3,31.58,15.36,-0.491
signal_hhmm <= 940; cum_value_bil <= 8; market_median_change_pct >= 0,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.3,19,6,10,3,31.58,15.36,-0.562
opening_width_pct <= 2.5; cum_value_bil <= 10; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 2.5; cum_value_bil <= 10; entry_gap_pct >= -1.5,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 2.5; cum_value_bil <= 15; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 2.5; cum_value_bil <= 15; entry_gap_pct >= -1.5,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 3.0; cum_value_bil <= 5; entry_gap_pct >= -1,19,6,6,7,31.58,15.36,-0.287
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -0.5,19,6,10,3,31.58,15.36,-0.545
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,19,6,9,4,31.58,15.36,-0.477
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,19,6,10,3,31.58,15.36,-0.545
entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,19,6,10,3,31.58,15.36,-0.545
entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1; entry_gap_pct >= -0.5,19,6,10,3,31.58,15.36,-0.545
cum_value_bil <= 5; cum_value_bil <= 8; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
cum_value_bil <= 5; cum_value_bil <= 10; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
cum_value_bil <= 5; cum_value_bil <= 15; market_median_change_pct >= -0.5,19,6,6,7,31.58,15.36,-0.287
opening_width_pct <= 3.0; entry_gap_pct >= -1.5,35,11,16,8,31.43,18.55,-0.448
entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1.5,35,11,17,7,31.43,18.55,-0.474
signal_hhmm <= 940; opening_width_pct <= 3.0; entry_gap_pct >= -1.5,32,10,15,7,31.25,17.95,-0.442
signal_hhmm <= 940; opening_width_pct <= 3.0; entry_gap_pct >= -1,32,10,15,7,31.25,17.95,-0.442
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5,16,5,9,2,31.25,14.16,-0.571
entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,16,5,8,3,31.25,14.16,-0.535
signal_hhmm <= 925; signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 925; signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 925; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 925; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8,16,5,8,3,31.25,14.16,-0.49
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 930; signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.5,16,5,9,2,31.25,14.16,-0.571
signal_hhmm <= 930; signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.5,16,5,9,2,31.25,14.16,-0.571
signal_hhmm <= 930; opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.5,16,5,10,1,31.25,14.16,-0.603
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.5,16,5,9,2,31.25,14.16,-0.571
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1.5,16,5,9,2,31.25,14.16,-0.571
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1,16,5,9,2,31.25,14.16,-0.571
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3; distance_from_60d_high_pct <= -8,16,5,8,3,31.25,14.16,-0.507
opening_width_pct <= 2.5; cum_value_bil <= 5; market_median_change_pct >= -0.5,16,5,4,7,31.25,14.16,-0.228
opening_width_pct <= 2.5; cum_value_bil <= 5; entry_gap_pct >= -1.5,16,5,4,7,31.25,14.16,-0.228
opening_width_pct <= 2.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -10,16,5,6,5,31.25,14.16,-0.337
opening_width_pct <= 3.0; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,16,5,7,4,31.25,14.16,-0.454
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,16,5,8,3,31.25,14.16,-0.535
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5,16,5,11,0,31.25,14.16,-0.656
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5; market_median_change_pct >= 0,16,5,5,6,31.25,14.16,-0.285
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15; entry_gap_pct >= -0.5,16,5,8,3,31.25,14.16,-0.471
entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,16,5,8,3,31.25,14.16,-0.535
market_median_change_pct >= 0; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,16,5,7,4,31.25,14.16,-0.454
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; entry_gap_pct >= -1,29,9,13,7,31.03,17.28,-0.448
signal_hhmm <= 930,26,8,14,4,30.77,16.5,-0.532
entry_gap_pct >= -0.5,26,8,14,4,30.77,16.5,-0.545
signal_hhmm <= 930; signal_hhmm <= 935,26,8,14,4,30.77,16.5,-0.532
signal_hhmm <= 930; signal_hhmm <= 940,26,8,14,4,30.77,16.5,-0.532
signal_hhmm <= 940; opening_width_pct <= 2.5,26,8,11,7,30.77,16.5,-0.406
entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,26,8,14,4,30.77,16.5,-0.545
entry_gap_pct >= -1; entry_gap_pct >= -0.5,26,8,14,4,30.77,16.5,-0.545
signal_hhmm <= 930; signal_hhmm <= 935; signal_hhmm <= 940,26,8,14,4,30.77,16.5,-0.532
signal_hhmm <= 940; opening_width_pct <= 2.5; opening_width_pct <= 3.0,26,8,11,7,30.77,16.5,-0.406
entry_gap_pct >= -1.5; entry_gap_pct >= -1; entry_gap_pct >= -0.5,26,8,14,4,30.77,16.5,-0.545
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 935; opening_width_pct <= 2.0,13,4,5,4,30.77,12.68,-0.395
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0.3,13,4,6,3,30.77,12.68,-0.464
signal_hhmm <= 925; signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; signal_hhmm <= 930; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 925; signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; signal_hhmm <= 935; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 925; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; signal_hhmm <= 940; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 925; opening_width_pct <= 3.0; market_median_change_pct >= 0,13,4,6,3,30.77,12.68,-0.464
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 15,13,4,6,3,30.77,12.68,-0.464
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 925; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 925; entry_gap_pct >= -1; entry_gap_pct >= -0.5,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 15,13,4,8,1,30.77,12.68,-0.604
signal_hhmm <= 930; cum_value_bil <= 5; entry_gap_pct >= -1.5,13,4,5,4,30.77,12.68,-0.395
signal_hhmm <= 930; cum_value_bil <= 5; entry_gap_pct >= -1,13,4,5,4,30.77,12.68,-0.395
signal_hhmm <= 930; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -8,13,4,8,1,30.77,12.68,-0.57
signal_hhmm <= 935; signal_hhmm <= 940; opening_width_pct <= 2.0,13,4,5,4,30.77,12.68,-0.395
signal_hhmm <= 935; opening_width_pct <= 2.0; opening_width_pct <= 2.5,13,4,5,4,30.77,12.68,-0.395
signal_hhmm <= 935; opening_width_pct <= 2.0; opening_width_pct <= 3.0,13,4,5,4,30.77,12.68,-0.395
signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0.3,13,4,6,3,30.77,12.68,-0.464
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; signal_close_vs_vwap_pct >= 0.3,13,4,7,2,30.77,12.68,-0.609
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= -0.5,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= 0,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= -0.5,13,4,7,2,30.77,12.68,-0.48
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= 0,13,4,7,2,30.77,12.68,-0.48
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= -0.5,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= 0,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; distance_from_60d_high_pct <= -8,13,4,6,3,30.77,12.68,-0.52
opening_width_pct <= 3.0; cum_value_bil <= 8; entry_gap_pct >= -0.5,13,4,6,3,30.77,12.68,-0.441
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 8; entry_gap_pct >= -0.5,13,4,6,3,30.77,12.68,-0.441
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; market_median_change_pct >= 0.3,13,4,6,3,30.77,12.68,-0.464
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0; market_median_change_pct >= 0.3,13,4,6,3,30.77,12.68,-0.464
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,13,4,6,3,30.77,12.68,-0.464
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0.3; entry_gap_pct >= -1,13,4,6,3,30.77,12.68,-0.464
entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,13,4,6,3,30.77,12.68,-0.52
